Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain
1976;1;5;21675.0;1;0;55;4.0;0.0;16.0;17.0;4.0;4.0;3.0;4.0;0.0;3;7.0;0.0
1981;3;4;42395.0;1;1;35;48.0;13.0;57.0;24.0;15.0;25.0;4.0;3.0;1.0;4;7.0;0.0
1978;2;5;61346.0;1;0;34;562.0;58.0;168.0;43.0;16.0;142.0;1.0;5.0;7.0;10;3.0;0.0
1953;1;5;80812.0;0;0;95;769.0;22.0;500.0;202.59642869944088;143.0;33.0;1.0;4.0;8.0;5;2.0;0.0
1971;2;2;42835.0;1;1;64;379.0;4.0;93.0;12.0;9.0;98.0;6.674673391341949;6.0;6.0;4;6.0;0.0
1983;1;3;39922.0;1;0;30;29.0;12.0;59.0;19.0;1.0;36.0;2.0;3.0;0.0;4;8.0;0.0
1956;2;4;86424.0;0;0;12;387.0;68.0;569.0;89.0;45.0;68.0;1.0;6.0;9.0;12;1.0;0.0
1978;3;5;17117.0;1;0;96;12.0;23.0;38.0;30.0;18.0;7.0;4.0;3.0;1.0;3;9.0;0.0
1972;1;4;24762.0;1;0;16;6.0;10.0;12.0;3.0;15.0;40.0;3.0;3.0;1.0;2;8.0;0.0
1975;1;3;35797.0;0;1;16;27.0;1.0;14.0;4.0;1.0;21.0;2.0;2.0;0.0;3;8.0;0.0
1975;1;2;36627.0;2;0;78;9.0;1.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;3;5.0;0.0
1981;3;3;51111.0;1;1;83;22.0;0.0;19.0;6.0;5.0;3.0;2.0;2.0;0.0;3;6.0;0.0
1972;4;4;86857.0;0;0;96;899.0;102.0;820.2565973619579;133.0;102.0;40.0;1.0;5.0;6.0;10;2.0;0.0
1970;4;5;82072.0;0;0;67;889.0;55.0;685.0;168.0;92.0;129.0;1.0;3.0;2.0;13;1.0;0.0
1953;4;4;46231.0;2;1;87;189.0;2.0;55.0;0.0;5.0;12.0;4.0;6.0;1.0;4;9.0;0.0
1959;1;3;42243.0;1;1;34;48.0;0.0;2.0;0.0;0.0;5.0;2.0;2.0;0.0;3;7.0;0.0
1978;2;4;68092.0;0;0;7;852.0;60.0;207.0;78.0;36.0;48.0;2.0;2.0;6.0;10;5.0;0.0
1973;1;3;31814.0;1;0;73;35.0;3.0;20.0;4.0;1.0;20.0;2.0;2.0;0.0;3;9.0;0.0
1965;2;6;51390.0;1;1;54;205.0;20.0;47.0;23.0;2.0;56.0;6.0;5.0;2.0;5;5.0;0.0
1983;1;3;76630.0;0;0;93;255.0;31.0;446.0;40.0;56.0;175.0;1.0;3.0;10.0;11;1.0;0.0
1991;0;4;26868.0;1;0;52;0.0;0.0;1.0;8.0;3.0;2.0;1.0;1.0;0.0;2;7.0;0.0
1943;4;2;48948.0;0;0;53;437.0;8.0;206.0;160.0;49.0;42.0;2.0;7.0;10.0;5;6.0;0.0
1972;4;4;55260.0;0;1;81;825.0;8.0;53.0;11.0;0.0;200.27102189365988;2.0;8.0;10.0;5;6.0;0.0
1956;1;5;64090.0;0;1;8;316.0;58.0;161.0;76.0;51.0;135.0;1.0;6.0;9.0;4;5.0;0.0
1958;1;2;78331.0;0;1;97;756.0;138.0;354.0;160.0;150.299786191687;61.0;2.0;10.0;6.0;7;4.0;0.0
1974;4;3;37087.0;1;0;50;194.0;55.0;134.0;15.0;0.0;3.0;3.0;4.0;2.0;8;6.0;0.0
1986;1;2;21846.0;1;0;38;7.0;17.0;18.0;6.0;10.0;26.0;4.0;4.0;0.0;3;8.0;0.0
1958;1;3;81320.0;0;0;61;183.0;33.0;493.0;59.0;103.0;57.0;1.0;4.0;3.0;10;2.0;0.0
1970;1;2;54137.0;0;1;46;171.0;0.0;11.0;0.0;1.0;20.0;2.0;4.0;1.0;4;6.0;0.0
1967;1;5;66825.0;0;0;73;243.0;101.0;405.0;29.0;40.0;40.0;1.0;4.0;5.0;6;2.0;0.0
1973;1;5;57100.0;0;0;19;181.0;21.0;69.0;39.0;3.0;96.0;1.0;3.0;3.0;6;3.0;0.0
1969;1;5;58917.0;1;2;10;151.0;7.0;89.0;0.0;7.0;28.0;5.0;4.0;1.0;6;5.0;0.0
1977;1;4;85072.0;0;0;94;494.0;92.0;391.0;194.0;11.0;200.27102189365988;1.0;3.0;4.0;10;0.0;0.0
1961;1;4;86429.0;0;0;10;464.0;28.0;820.2565973619579;29.0;18.0;37.0;0.0;7.0;4.0;7;2.0;0.0
1971;1;6;45684.0;1;0;37;5.0;1.0;5.0;10.0;0.0;7.0;1.0;1.0;0.0;2;7.0;0.0
1974;1;5;47889.0;1;0;94;29.0;0.0;29.0;0.0;5.0;4.0;1.0;2.0;0.0;3;5.0;0.0
1986;4;3;45921.0;0;0;23;102.0;9.0;49.0;24.0;3.0;12.0;1.0;2.0;1.0;6;4.0;0.0
1966;4;4;78420.0;0;0;75;604.0;28.0;674.0;91.0;28.0;28.0;1.0;3.0;10.0;8;1.0;0.0
1992;1;5;75114.0;0;0;40;571.0;12.0;523.0;63.0;60.0;24.0;1.0;3.0;10.0;5;2.0;0.0
1963;4;6;52278.0;0;1;24;953.0;0.0;71.0;0.0;0.0;174.0;6.0;10.0;5.0;10;8.0;0.0
1972;2;3;35641.0;1;0;11;63.0;3.0;67.0;8.0;9.0;28.0;2.0;3.0;1.0;4;7.0;0.0
1994;1;4;95529.0;0;0;29;770.0;29.0;820.2565973619579;202.59642869944088;27.0;24.0;1.0;7.0;3.0;7;3.0;0.0
1954;1;3;62820.0;0;0;51;398.0;61.0;265.0;138.0;61.0;53.0;1.0;3.0;4.0;6;1.0;0.0
1960;2;5;73113.0;0;0;86;741.0;19.0;154.0;50.0;9.0;28.0;1.0;3.0;4.0;7;2.0;0.0
1982;4;3;84169.0;0;0;9;1314.5179221227115;19.0;403.0;0.0;19.0;0.0;1.0;7.0;6.0;6;3.0;0.0
1954;3;4;42607.0;0;1;30;156.0;29.0;56.0;30.0;32.0;47.0;2.0;3.0;2.0;7;3.0;0.0
1954;4;4;74637.0;0;0;73;960.0;64.0;464.0;146.0;0.0;16.0;1.0;6.0;9.0;9;3.0;0.0
1955;4;5;46015.0;1;1;25;38.0;0.0;2.0;0.0;0.0;6.0;1.0;1.0;0.0;3;7.0;0.0
1993;1;4;72354.0;0;0;67;315.0;26.0;473.0;202.59642869944088;12.0;182.0;1.0;2.0;10.0;6;1.0;0.0
1969;2;4;39858.0;1;0;67;15.0;20.0;25.0;2.0;7.0;26.0;1.0;2.0;0.0;4;6.0;0.0
1948;4;3;34469.0;1;1;58;19.0;6.0;20.0;0.0;5.0;12.0;3.0;1.0;1.0;4;4.0;0.0
1986;1;5;83033.0;1;0;82;812.0;99.0;431.0;202.59642869944088;149.0;33.0;1.0;11.0;4.0;10;5.0;0.0
1979;2;5;24401.0;0;0;98;73.0;28.0;217.0;10.0;24.0;115.0;3.0;6.0;1.0;6;8.0;0.0
1978;1;3;77583.0;0;0;93;372.0;23.0;384.0;202.59642869944088;12.0;108.0;1.0;4.0;5.0;9;2.0;0.0
1982;3;4;74116.0;0;0;53;871.0;111.0;704.0;145.0;55.0;166.0;1.0;4.0;4.0;10;2.0;0.0
1993;1;4;74293.0;0;0;66;375.0;146.6455714594779;335.0;93.0;91.0;81.0;1.0;5.0;4.0;6;2.0;0.0
1976;4;3;68397.0;0;1;6;760.0;80.0;466.0;17.0;13.0;80.0;1.0;6.0;9.0;5;3.0;0.0
1974;4;5;79632.0;0;0;42;471.0;0.0;510.0;99.0;21.0;12.0;1.0;6.0;4.0;9;2.0;0.0
1989;1;4;46107.0;1;0;78;31.0;9.0;27.0;16.0;9.0;33.0;1.0;1.0;1.0;4;3.0;0.0
1951;4;4;64950.0;0;1;29;819.0;0.0;72.0;12.0;0.0;63.0;2.0;11.0;2.0;10;7.0;0.0
1989;0;3;25443.0;1;0;82;1.0;4.0;3.0;8.0;9.0;7.0;1.0;1.0;0.0;3;8.0;0.0
1952;1;4;75127.0;0;0;92;203.0;35.0;305.0;46.0;17.0;200.27102189365988;1.0;2.0;10.910125224068649;5;1.0;0.0
1971;4;5;32892.0;1;0;78;26.0;0.0;15.0;2.0;1.0;2.0;2.0;3.0;0.0;3;8.0;0.0
1971;1;5;71796.0;0;0;54;354.0;21.0;311.0;167.0;75.0;32.0;1.0;9.0;3.0;4;4.0;0.0
1970;4;3;67536.0;0;1;45;1253.0;0.0;447.0;23.0;71.0;35.0;3.0;11.0;5.0;11;8.0;0.0
1971;1;4;55239.0;0;1;59;371.0;17.0;238.0;23.0;24.0;106.0;3.0;7.0;5.0;11;5.0;0.0
1975;4;2;60554.0;1;0;8;588.0;7.0;76.0;110.0;15.0;15.0;2.0;8.0;4.0;9;6.0;0.0
1962;4;5;56067.0;0;1;51;517.0;12.0;54.0;16.0;6.0;120.0;2.0;7.0;4.0;7;5.0;0.0
1983;1;2;82025.0;0;0;76;267.0;98.0;606.0;48.0;70.0;98.0;1.0;3.0;2.0;6;1.0;0.0
1953;1;5;94384.0;0;0;62;1111.0;24.0;790.0;160.0;45.0;172.0;0.0;5.0;8.0;5;2.0;0.0
1986;0;4;14906.0;0;0;86;7.0;7.0;14.0;7.0;16.0;15.0;3.0;2.0;1.0;3;7.0;0.0
1987;4;3;51563.0;0;0;60;1166.0;0.0;48.0;0.0;0.0;36.0;1.0;4.0;4.0;10;8.0;0.0
1982;3;3;57937.0;0;1;56;261.0;42.0;144.0;55.0;48.0;133.0;3.0;4.0;4.0;9;3.0;0.0
1979;1;2;68274.0;1;1;83;135.0;25.0;51.0;23.0;25.0;46.0;2.0;4.0;2.0;5;3.0;0.0
1977;1;5;39771.0;1;0;92;6.0;2.0;18.0;2.0;8.0;14.0;1.0;2.0;0.0;3;4.0;0.0
1975;3;2;67893.0;0;1;31;711.0;28.0;142.0;49.0;18.0;47.0;2.0;3.0;2.0;9;8.0;0.0
1979;4;5;27922.0;1;0;80;11.0;0.0;13.0;2.0;4.0;11.0;1.0;2.0;0.0;3;4.0;0.0
1976;4;5;52190.0;1;1;39;42.0;0.0;17.0;0.0;0.0;18.0;3.0;2.0;1.0;3;5.0;0.0
1973;2;2;44051.0;1;1;20;79.0;7.0;58.0;6.0;3.0;18.0;4.0;3.0;1.0;4;6.0;0.0
1971;4;4;42767.0;2;0;53;20.0;6.0;43.0;19.0;5.0;38.0;1.0;3.0;1.0;2;8.0;0.0
1976;2;5;46106.0;1;1;84;30.0;0.0;8.0;2.0;0.0;14.0;1.0;1.0;1.0;2;6.0;0.0
1976;4;3;16927.0;1;1;50;20.0;2.0;23.0;3.0;1.0;4.0;5.0;3.0;0.0;4;8.0;0.0
1965;1;3;59754.0;0;1;96;115.0;27.0;44.0;4.0;146.0;139.0;3.0;5.0;2.0;6;5.0;0.0
1952;1;4;53700.0;0;1;94;263.0;5.0;233.0;69.0;41.0;83.0;4.0;5.0;5.0;8;5.0;0.0
1973;1;3;59041.0;1;1;25;69.0;2.0;15.0;2.0;2.0;6.0;2.0;2.0;0.0;4;5.0;0.0
1957;4;2;54237.0;0;1;48;267.0;3.0;30.0;4.0;0.0;57.0;4.0;5.0;2.0;5;6.0;0.0
1967;1;2;70647.0;0;1;65;561.0;85.0;171.0;25.0;123.0;114.0;2.0;4.0;7.0;13;2.0;0.0
1962;4;4;52597.0;0;1;69;492.0;0.0;37.0;7.0;0.0;42.0;3.0;6.0;3.0;8;5.0;0.0
1969;2;5;41021.0;1;0;12;14.0;7.0;9.0;6.0;16.0;12.0;2.0;2.0;0.0;3;6.0;0.0
1975;4;3;40233.0;0;1;84;80.0;4.0;46.0;0.0;17.0;2.0;5.0;2.0;1.0;5;6.0;0.0
1980;1;3;50183.0;1;1;47;97.0;12.0;84.0;13.0;10.0;15.0;6.674673391341949;3.0;1.0;6;5.0;0.0
1959;1;5;54753.0;0;1;87;197.0;107.0;227.0;7.0;59.0;131.0;3.0;5.0;2.0;11;4.0;0.0
1973;1;3;92955.0;0;0;35;693.0;21.0;820.2565973619579;31.0;24.0;84.0;1.0;6.0;7.0;9;2.0;0.0
1973;1;3;33471.0;1;0;47;43.0;2.0;27.0;0.0;9.0;12.0;3.0;3.0;0.0;4;7.0;0.0
1974;4;3;34596.0;1;0;48;14.0;0.0;2.0;0.0;0.0;7.0;1.0;1.0;0.0;2;8.0;0.0
1980;1;5;44010.0;1;0;46;186.0;36.0;234.0;86.0;72.0;48.0;6.0;10.0;2.0;6;9.0;0.0
1988;1;3;84219.0;0;0;27;434.0;137.0;400.0;45.0;137.0;45.0;1.0;3.0;4.0;10;1.0;0.0
1968;4;5;40706.0;2;1;37;59.0;0.0;11.0;4.0;2.0;5.0;4.0;3.0;0.0;4;7.0;0.0
1988;3;3;15716.0;1;0;8;16.0;5.0;30.0;8.0;7.0;26.0;3.0;3.0;0.0;4;8.0;0.29499006712069265
1959;3;2;59052.0;0;1;29;230.0;35.0;75.0;63.0;57.0;31.0;3.0;7.0;1.0;7;5.0;0.0
1971;2;5;80573.0;0;0;85;829.0;138.0;430.0;60.0;92.0;15.0;1.0;4.0;6.0;13;2.0;0.0
1962;1;3;83715.0;0;0;2;318.0;8.0;407.0;150.0;35.0;8.0;1.0;2.0;8.0;13;0.0;0.0
1959;2;5;82576.0;0;0;66;1206.0;55.0;445.0;168.0;18.0;18.0;1.0;2.0;4.0;12;1.0;0.0
1965;2;3;56962.0;2;1;60;292.0;3.0;77.0;10.0;3.0;26.0;6.674673391341949;6.0;3.0;5;7.0;0.0
1952;1;3;35704.0;1;1;54;30.0;9.0;12.0;2.0;11.0;30.0;3.0;2.0;0.0;4;4.0;0.0
1954;1;5;53103.0;0;1;70;729.0;17.0;133.0;11.0;0.0;195.0;5.0;10.0;6.0;7;7.0;0.0
1960;3;6;46779.0;1;1;55;12.0;1.0;3.0;0.0;0.0;7.0;1.0;0.0;1.0;2;4.0;0.0
1965;1;2;4861.0;0;0;20;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0;12.366082379114737;0.0
1979;2;2;33462.0;1;0;78;22.0;3.0;18.0;0.0;0.0;11.0;1.0;2.0;0.0;3;7.0;0.0
1978;1;2;63693.0;0;1;63;587.0;43.0;337.0;42.0;87.0;54.0;3.0;11.0;6.0;9;6.0;0.0
1950;1;3;80763.0;0;0;17;674.0;146.6455714594779;108.0;192.0;42.0;200.27102189365988;1.0;5.0;10.910125224068649;6;3.0;0.0
1974;4;3;65352.0;0;1;43;284.0;3.0;84.0;4.0;7.0;23.0;2.0;4.0;2.0;8;4.0;0.0
1978;4;3;82170.0;0;0;13;1023.0;93.0;651.0;49.0;55.0;37.0;1.0;5.0;6.0;7;2.0;0.0
1969;1;3;75759.0;0;0;46;1314.5179221227115;22.0;708.0;89.0;91.0;182.0;1.0;9.0;7.0;9;5.0;0.0
1976;3;4;79689.0;0;0;65;311.0;26.0;640.0;180.0;37.0;121.0;1.0;4.0;9.0;13;2.0;0.0
1956;4;6;35340.0;1;1;1;27.0;0.0;12.0;0.0;1.0;5.0;2.0;2.0;0.0;3;5.0;0.0
1954;1;2;85683.0;0;0;6;1296.0;17.0;311.0;45.0;69.0;51.0;1.0;2.0;4.0;10;1.0;0.0
1972;3;3;24884.0;1;0;32;3.0;6.0;7.0;0.0;0.0;3.0;1.0;0.0;0.0;3;7.0;0.0
1981;2;5;42021.0;1;0;34;393.0;5.0;136.0;7.0;5.0;27.0;5.0;10.0;1.0;6;9.0;0.0
1989;1;4;64449.0;1;0;70;218.0;63.0;282.0;137.0;35.0;70.0;4.0;5.0;3.0;12;4.0;0.0
1954;1;2;64587.0;1;1;49;66.0;0.0;16.0;0.0;6.0;20.0;2.0;1.0;1.0;4;3.0;0.0
1995;1;4;34824.0;0;0;65;4.0;2.0;11.0;2.0;0.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1978;1;5;75437.0;0;0;25;795.0;0.0;545.0;95.0;58.0;0.0;1.0;8.0;4.0;10;6.0;0.0
1957;1;5;26091.0;1;1;84;15.0;10.0;19.0;8.0;17.0;20.0;3.0;2.0;1.0;3;5.0;0.0
1973;1;3;52845.0;1;0;7;384.0;25.0;292.0;130.0;41.0;64.0;3.0;8.0;8.0;6;6.0;0.0
1956;1;2;46086.0;0;1;34;244.0;8.0;32.0;7.0;2.0;50.0;4.0;3.0;1.0;8;4.0;0.0
1956;4;6;78028.0;0;1;38;158.0;19.0;288.0;25.0;0.0;38.0;1.0;6.0;4.0;9;7.0;0.0
1987;4;4;95169.0;0;0;1;1285.0;21.0;449.0;106.0;20.0;20.0;1.0;4.0;3.0;4;1.0;0.0
1981;3;3;56337.0;1;1;25;349.0;16.0;144.0;28.0;5.0;182.0;5.0;8.0;5.0;4;8.0;0.0
1987;1;5;22434.0;1;0;25;4.0;12.0;11.0;3.0;13.0;15.0;2.0;2.0;0.0;3;8.0;0.0
1954;4;3;36930.0;0;1;50;223.0;2.0;31.0;0.0;2.0;39.0;5.0;5.0;2.0;4;8.0;0.0
1954;1;4;36130.0;0;1;46;157.0;43.0;127.0;68.0;56.0;37.0;6.0;3.0;8.0;4;4.0;0.0
1953;2;3;65569.0;0;1;96;397.0;46.0;288.0;20.0;38.0;70.0;2.0;6.0;5.0;10;3.0;0.0
1952;1;5;83844.0;0;0;57;901.0;31.0;345.0;75.0;31.0;191.0;1.0;4.0;4.0;11;1.0;0.0
1968;1;3;19514.0;1;1;47;14.0;3.0;21.0;2.0;1.0;28.0;4.0;3.0;1.0;2;8.0;0.0
1963;4;4;36736.0;1;1;52;10.0;0.0;3.0;0.0;0.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1979;1;5;77568.0;0;1;30;1230.0;0.0;396.0;202.59642869944088;150.299786191687;158.0;1.0;10.0;2.0;8;5.0;0.0
1976;4;5;49187.0;0;1;63;81.0;1.0;31.0;2.0;1.0;0.0;1.0;1.0;1.0;5;2.0;0.0
1978;1;4;30168.0;1;0;51;154.0;20.0;66.0;0.0;12.0;27.0;6.674673391341949;6.0;1.0;4;9.0;0.0
1968;2;5;34053.0;0;1;14;63.0;0.0;21.0;7.0;0.0;12.0;1.0;3.0;0.0;3;8.0;0.0
1971;2;3;38196.0;1;1;20;30.0;0.0;11.0;0.0;0.0;3.0;3.0;2.0;0.0;4;5.0;0.0
1951;2;3;59412.0;0;0;56;90.0;67.0;165.0;30.0;43.0;11.0;1.0;4.0;2.0;8;3.0;0.0
1965;3;3;70924.0;0;0;41;635.0;114.0;254.0;132.0;150.299786191687;76.0;1.0;6.0;6.0;7;3.0;0.0
1969;1;5;54165.0;0;0;72;127.0;4.0;73.0;15.0;6.0;11.0;1.0;2.0;1.0;7;2.0;0.0
1973;1;3;32300.0;1;0;1;13.0;3.0;6.0;6.0;5.0;6.0;1.0;1.0;0.0;3;8.0;0.0
1976;1;4;20180.0;0;0;27;18.0;42.0;24.0;15.0;20.0;18.0;1.0;2.0;1.0;4;7.0;0.0
1973;1;3;34961.0;1;0;77;45.0;2.0;26.0;4.0;1.0;1.0;3.0;3.0;1.0;3;7.0;0.0
1974;4;5;28440.0;1;0;87;38.0;1.0;24.0;0.0;0.0;0.0;1.0;2.0;0.0;3;8.0;0.0
1953;4;5;64504.0;1;2;81;986.0;36.0;168.0;16.0;0.0;108.0;6.674673391341949;11.0;3.0;4;7.0;0.0
1966;2;5;33564.0;0;1;51;61.0;0.0;3.0;0.0;0.0;7.0;1.0;1.0;1.0;3;5.0;0.0
1978;1;3;17345.0;1;0;79;4.0;9.0;16.0;17.0;0.0;12.0;2.0;2.0;1.0;2;8.0;0.0
1967;4;3;56320.0;0;1;11;201.0;53.0;172.0;116.0;77.0;83.0;3.0;5.0;4.0;9;4.0;0.0
1978;1;4;28647.0;1;0;54;19.0;8.0;29.0;0.0;12.0;26.0;1.0;2.0;2.0;2;7.0;0.0
1987;0;4;15038.0;1;0;93;4.0;8.0;11.0;19.0;12.0;26.0;2.0;2.0;1.0;2;9.0;0.0
1958;4;2;32173.0;0;1;0;18.0;0.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;3;4.0;0.0
1964;3;5;68316.0;0;1;54;806.0;80.0;161.0;120.0;11.0;33.0;5.0;10.0;7.0;10;6.0;0.0
1971;1;5;74538.0;0;0;21;380.0;98.0;733.0;110.0;112.0;28.0;1.0;8.0;8.0;5;3.0;0.0
1971;1;4;91700.0;0;0;58;576.0;146.6455714594779;820.2565973619579;125.0;115.0;19.0;1.0;8.0;6.0;5;3.0;0.0
1969;1;5;68695.0;0;0;3;458.0;81.0;356.0;106.0;50.0;40.0;1.0;4.0;4.0;7;2.0;0.0
1977;3;3;31056.0;1;0;99;5.0;10.0;13.0;3.0;8.0;16.0;1.0;1.0;0.0;3;8.0;0.0
1973;1;3;79593.0;0;0;70;350.0;60.0;568.0;110.0;133.0;145.0;1.0;5.0;6.0;7;2.0;0.0
1980;1;4;28071.0;0;0;65;39.0;33.0;130.0;41.0;26.0;44.0;2.0;5.0;1.0;5;8.0;0.0
1958;4;5;37334.0;1;1;44;26.0;1.0;16.0;2.0;2.0;15.0;4.0;3.0;0.0;4;4.0;0.0
1972;2;4;46423.0;1;1;6;68.0;0.0;16.0;0.0;0.0;8.0;3.0;2.0;0.0;4;7.0;0.0
1971;4;3;37126.0;1;0;9;45.0;3.0;9.0;4.0;4.0;7.0;1.0;1.0;2.0;2;6.0;0.0
1953;1;3;47703.0;0;1;95;359.0;0.0;134.0;13.0;26.0;123.0;4.0;6.0;3.0;8;5.0;0.0
1959;1;3;61180.0;0;1;70;403.0;24.0;29.0;6.0;24.0;200.27102189365988;2.0;5.0;5.0;6;3.0;0.0
1954;1;3;38998.0;1;1;92;34.0;1.0;14.0;0.0;0.0;5.0;3.0;2.0;0.0;3;8.0;0.29499006712069265
1962;1;5;76081.0;0;0;85;292.0;30.0;415.0;63.0;33.0;200.0;1.0;4.0;5.0;4;2.0;0.0
1986;1;5;34728.0;1;0;2;14.0;0.0;16.0;0.0;0.0;6.0;1.0;1.0;1.0;2;6.0;0.0
1965;2;4;33168.0;0;1;0;80.0;1.0;37.0;0.0;1.0;3.0;3.0;2.0;1.0;4;7.0;0.0
1966;2;3;33585.0;0;1;91;30.0;11.0;33.0;13.0;6.0;29.0;1.0;2.0;0.0;4;4.0;0.0
1960;4;3;77037.0;0;1;3;463.0;96.0;333.0;168.0;53.0;10.0;1.0;7.0;7.0;12;3.0;0.0
1984;1;5;35196.0;1;0;68;75.0;12.0;141.0;43.0;39.0;187.0;6.0;6.0;1.0;5;8.0;0.0
1966;1;3;44529.0;0;1;98;538.0;13.0;91.0;17.0;6.0;26.0;6.0;6.0;2.0;11;5.0;0.0
1965;3;3;70924.0;0;0;41;635.0;114.0;254.0;132.0;150.299786191687;76.0;1.0;6.0;6.0;7;3.0;0.0
1966;4;5;28764.0;1;1;16;8.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;2;8.0;0.0
1949;4;3;69098.0;0;0;82;1314.5179221227115;22.0;780.0;145.0;0.0;178.0;1.0;7.0;8.0;9;5.0;0.0
1970;3;2;25959.0;1;1;1;4.0;2.0;12.0;7.0;5.0;26.0;2.0;1.0;2.0;2;6.0;0.0
1983;2;3;27100.0;1;0;64;12.0;0.0;13.0;2.0;0.0;10.0;1.0;1.0;0.0;3;7.0;0.0
1985;1;4;70596.0;0;0;68;347.0;44.0;534.0;17.0;0.0;26.0;1.0;3.0;5.0;12;2.0;0.0
1974;1;3;42557.0;0;1;98;192.0;5.0;53.0;0.0;5.0;15.0;4.0;6.0;1.0;4;8.0;0.0
1951;4;3;53312.0;0;0;32;241.0;0.0;12.0;0.0;0.0;25.0;1.0;5.0;1.0;5;7.0;0.0
1952;1;4;72228.0;0;0;87;631.0;28.0;491.0;30.0;14.0;56.0;1.0;6.0;7.0;8;3.0;0.0
1987;1;5;67605.0;0;0;84;336.0;28.0;282.0;184.0;54.0;54.0;1.0;2.0;8.0;6;1.0;0.0
1958;1;5;65196.0;0;2;34;743.0;19.0;181.0;12.0;0.0;200.0;2.0;7.0;6.0;11;5.0;0.0
1987;4;4;42000.0;0;0;23;124.0;83.0;267.0;85.0;59.0;35.0;2.0;5.0;2.0;11;5.0;0.0
1973;4;2;35860.0;1;1;37;15.0;0.0;8.0;4.0;2.0;20.0;2.0;1.0;1.0;2;5.0;0.0
1964;4;3;65526.0;0;1;22;397.0;19.0;69.0;12.0;0.0;9.0;1.0;4.0;4.0;8;2.0;0.0
1961;1;3;16860.0;1;1;19;10.0;4.0;4.0;3.0;3.0;14.0;3.0;1.0;1.0;3;7.0;0.0
1992;1;4;83528.0;0;0;7;530.0;117.0;678.0;134.0;44.0;147.0;1.0;4.0;10.0;8;1.0;0.0
1956;1;2;22304.0;0;0;91;3.0;2.0;7.0;0.0;4.0;2.0;1.0;1.0;0.0;2;8.0;0.0
1978;1;3;67023.0;0;0;93;444.0;44.0;382.0;11.0;8.0;17.0;1.0;3.0;7.0;13;2.0;0.29499006712069265
1971;4;5;32892.0;1;0;78;26.0;0.0;15.0;2.0;1.0;2.0;2.0;3.0;0.0;3;8.0;0.0
1966;1;5;70713.0;0;1;23;736.0;114.0;279.0;82.0;76.0;190.0;6.0;5.0;6.0;8;3.0;0.0
1955;1;5;59925.0;0;1;83;473.0;21.0;176.0;19.0;21.0;56.0;3.0;9.0;2.0;9;6.0;0.0
1953;1;3;39722.0;0;1;92;32.0;0.0;5.0;2.0;0.0;8.0;2.0;2.0;0.0;3;5.0;0.0
1958;1;5;46610.0;0;0;4;288.0;10.0;30.0;4.0;10.0;125.0;1.0;6.0;1.0;6;6.0;0.0
1961;1;5;88347.0;0;0;32;1050.0;146.6455714594779;555.0;77.0;138.0;118.0;1.0;4.0;7.0;9;1.0;0.0
1981;4;3;87171.0;0;0;27;1001.0;44.0;107.0;58.0;44.0;44.0;1.0;6.0;7.0;11;2.0;0.0
1976;3;5;26907.0;1;1;10;9.0;1.0;7.0;0.0;3.0;2.0;2.0;1.0;0.0;3;7.0;0.0
1968;2;4;50014.0;1;0;9;234.0;14.0;77.0;19.0;10.0;42.0;2.0;4.0;1.0;8;5.0;0.0
1978;4;3;41014.0;1;0;65;7.0;2.0;6.0;2.0;0.0;3.0;1.0;1.0;0.0;2;7.0;0.0
1965;1;4;66294.0;0;0;68;251.0;108.0;334.0;65.0;92.0;117.0;1.0;4.0;3.0;5;2.0;0.0
1971;1;3;36715.0;1;0;16;172.0;10.0;125.0;21.0;13.0;16.0;6.0;7.0;2.0;4;9.0;0.0
1956;1;3;79456.0;0;0;12;565.0;42.0;548.0;64.0;83.0;99.0;1.0;5.0;6.0;4;3.0;0.0
1982;1;5;40479.0;1;0;95;5.0;0.0;8.0;2.0;0.0;0.0;1.0;0.0;0.0;3;4.0;0.0
1970;2;4;75345.0;0;0;16;918.0;57.0;820.2565973619579;99.0;38.0;133.0;1.0;5.0;8.0;6;3.0;0.0
1977;1;3;54233.0;0;1;46;652.0;8.0;158.0;21.0;0.0;142.0;4.0;11.0;6.0;5;8.0;0.0
1970;1;4;24163.0;1;1;3;4.0;1.0;7.0;2.0;1.0;2.0;2.0;1.0;0.0;3;4.0;0.0
1958;4;5;84460.0;0;0;80;152.0;27.0;103.0;106.0;54.0;81.0;0.0;9.0;9.0;4;5.0;0.0
1983;1;5;43776.0;1;0;77;8.0;0.0;9.0;2.0;1.0;3.0;1.0;1.0;0.0;2;6.0;0.0
1958;4;4;71691.0;0;0;0;336.0;130.0;411.0;202.59642869944088;32.0;43.0;1.0;4.0;7.0;5;2.0;0.0
